order_id,order_date,platform,shop_name,region,category,sku,unit_price,quantity,gross_amount,discount_amount,refund_amount,net_amount,gross_profit,payment_channel,warehouse,traffic_source,promo_type,customer_type,inventory_before,inventory_after,inventory_risk,anomaly_note
ORD202603200508,2026-03-20,Tmall,天猫旗舰店,华东,电脑外设,机械键盘84配列,299,1,299,19.01,0.0,287.99,146.99,微信支付,华南仓,搜索,日常销售,老客,111,110,healthy,
ORD202602040509,2026-02-04,Douyin,抖音直播间,华南,智能穿戴,运动手表Lite,399,3,1197,181.0,0.0,1016.0,452.0,支付宝,华东仓,达人直播,清仓促销,冲动购,76,73,healthy,
ORD202601270510,2026-01-27,Tmall,天猫旗舰店,华南,平板周边,折叠支架Max,129,1,129,7.73,0.0,129.27,77.27,微信支付,华南仓,搜索,日常销售,新客,120,119,healthy,
ORD202602030511,2026-02-03,WeChatMall,微信小程序商城,东北,智能家居,智能插座双口版,69,3,207,23.4,50.13,141.47,60.47,微信支付,华南仓,朋友圈,直播专场,团购,41,38,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601250512,2026-01-25,Douyin,抖音直播间,东北,智能穿戴,旗舰手表X1,899,1,899,47.61,0.0,851.39,399.39,微信支付,华南仓,达人直播,日常销售,冲动购,95,94,healthy,
ORD202601280513,2026-01-28,Tmall,天猫旗舰店,东北,耳机,运动耳机Lite,199,2,398,24.02,0.0,379.98,207.98,云闪付,华南仓,搜索,会员日,新客,56,54,healthy,
ORD202602170514,2026-02-17,WeChatMall,微信小程序商城,华北,电脑外设,USB-C扩展坞7合1,239,1,239,15.53,0.0,223.47,111.47,支付宝,华东仓,社群团购,会员日,会员,34,33,healthy,
ORD202603210515,2026-03-21,Pinduoduo,拼多多店铺,华东,电脑外设,USB-C扩展坞7合1,239,3,717,125.0,0.0,592.0,256.0,支付宝,华北仓,活动会场,日常销售,价格敏感,41,38,healthy,
ORD202603310516,2026-03-31,WeChatMall,微信小程序商城,西南,电脑外设,无线鼠标静音版,139,2,278,20.33,0.0,263.67,155.67,微信支付,华东仓,私域复购,直播专场,团购,35,33,healthy,
ORD202602090517,2026-02-09,Tmall,天猫旗舰店,华中,平板周边,手写笔Pro,229,2,458,42.51,0.0,415.49,221.49,支付宝,西南仓,搜索,直播专场,老客,86,84,healthy,
ORD202601030518,2026-01-03,Tmall,天猫旗舰店,华南,智能家居,智能插座双口版,69,1,69,2.36,0.0,74.64,47.64,微信支付,华东仓,店播,新品上新,新客,26,25,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601280519,2026-01-28,Pinduoduo,拼多多店铺,华中,智能家居,智能插座双口版,69,2,138,35.61,0.0,102.39,48.39,支付宝,华东仓,活动会场,直播专场,老客,119,117,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603160520,2026-03-16,Douyin,抖音直播间,华东,耳机,运动耳机Lite,199,1,199,27.9,0.0,171.1,85.1,京东支付,华东仓,短视频种草,新品上新,粉丝,27,26,healthy,
ORD202601090521,2026-01-09,Douyin,抖音直播间,华东,平板周边,磁吸键盘Air,349,1,349,39.84,0.0,309.16,147.16,支付宝,华北仓,信息流,直播专场,新客,30,29,healthy,
ORD202603220522,2026-03-22,Pinduoduo,拼多多店铺,华南,智能家居,智能摄像头云台版,259,2,518,74.37,0.0,451.63,209.63,京东支付,华东仓,自然流量,日常销售,新客,119,117,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602240523,2026-02-24,JD,京东自营店,华中,智能穿戴,运动手表Lite,399,1,399,16.61,0.0,382.39,194.39,京东支付,华东仓,站内推荐,日常销售,老客,112,111,healthy,
ORD202601240524,2026-01-24,Pinduoduo,拼多多店铺,华中,智能家居,智能插座双口版,69,3,207,21.24,0.0,185.76,104.76,微信支付,华北仓,活动会场,日常销售,新客,68,65,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602040525,2026-02-04,Douyin,抖音直播间,华东,耳机,运动耳机Lite,199,1,199,13.01,0.0,185.99,99.99,支付宝,华南仓,短视频种草,日常销售,冲动购,20,19,healthy,
ORD202603160526,2026-03-16,Tmall,天猫旗舰店,华中,手机配件,磁吸无线充15W,159,2,318,11.21,0.0,316.79,190.79,支付宝,华南仓,搜索,日常销售,新客,92,90,healthy,
ORD202601030527,2026-01-03,JD,京东自营店,华南,耳机,开放式耳夹耳机Air,269,2,538,11.82,0.0,536.18,302.18,京东支付,华东仓,搜索,日常销售,新客,51,49,healthy,
ORD202602260528,2026-02-26,JD,京东自营店,西南,平板周边,折叠支架Max,129,2,258,17.04,0.0,240.96,136.96,支付宝,西南仓,企业团购,直播专场,新客,21,19,healthy,
ORD202601260529,2026-01-26,Pinduoduo,拼多多店铺,华北,智能家居,智能插座双口版,69,2,138,16.84,0.0,131.16,77.16,支付宝,华东仓,自然流量,日常销售,老客,73,71,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602280530,2026-02-28,Tmall,天猫旗舰店,华北,手机配件,编织数据线Type-C 2m,49,1,49,3.54,0.0,45.46,29.46,微信支付,华南仓,搜索,日常销售,会员,86,85,healthy,
ORD202601080531,2026-01-08,JD,京东自营店,华北,智能家居,智能插座双口版,69,2,138,4.74,0.0,143.26,89.26,微信支付,华南仓,企业团购,新品上新,老客,114,112,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602230532,2026-02-23,Pinduoduo,拼多多店铺,华南,电脑外设,USB-C扩展坞7合1,239,2,478,95.19,0.0,388.81,164.81,支付宝,华北仓,自然流量,新品上新,新客,86,84,healthy,
ORD202603080533,2026-03-08,Douyin,抖音直播间,华南,平板周边,手写笔Pro,229,3,687,105.9,0.0,587.1,296.1,微信支付,华北仓,达人直播,直播专场,新客,37,34,healthy,直播专场拉动单笔多件成交
ORD202603270534,2026-03-27,Kuaishou,快手品牌号,华南,平板周边,磁吸键盘Air,349,4,1396,141.03,1046.86,214.11,-433.89,微信支付,华南仓,主播连麦,清仓促销,粉丝,66,62,healthy,
ORD202601140535,2026-01-14,Tmall,天猫旗舰店,西南,智能穿戴,运动手表Lite,399,2,798,78.56,0.0,719.44,343.44,微信支付,华东仓,店播,日常销售,老客,48,46,healthy,
ORD202603140536,2026-03-14,Pinduoduo,拼多多店铺,华东,智能穿戴,运动手表Lite,399,2,798,131.21,0.0,666.79,290.79,支付宝,华南仓,活动会场,直播专场,新客,94,92,healthy,
ORD202601310537,2026-01-31,Pinduoduo,拼多多店铺,华南,耳机,开放式耳夹耳机Air,269,1,269,69.9,170.04,37.06,-79.94,支付宝,西南仓,自然流量,平台大促,新客,82,81,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202602130538,2026-02-13,WeChatMall,微信小程序商城,华南,手机配件,编织数据线Type-C 2m,49,3,147,6.37,0.0,146.63,98.63,微信支付,西南仓,朋友圈,平台大促,老客,32,29,healthy,
ORD202602140539,2026-02-14,WeChatMall,微信小程序商城,华东,手机配件,PD快充头20W,79,3,237,15.46,0.0,221.54,128.54,微信支付,华北仓,社群团购,会员日,老客,70,67,healthy,
ORD202602070540,2026-02-07,Tmall,天猫旗舰店,东北,智能穿戴,运动手表Lite,399,1,399,42.92,285.24,76.84,-111.16,微信支付,华南仓,店播,清仓促销,新客,107,106,healthy,
ORD202602220541,2026-02-22,JD,京东自营店,华南,平板周边,手写笔Pro,229,2,458,35.29,0.0,430.71,236.71,微信支付,西南仓,企业团购,平台大促,老客,95,93,healthy,
ORD202601180542,2026-01-18,JD,京东自营店,华南,电脑外设,USB-C扩展坞7合1,239,1,239,6.97,0.0,232.03,120.03,京东支付,华北仓,搜索,会员日,企业客户,107,106,healthy,
ORD202601300543,2026-01-30,Douyin,抖音直播间,华南,智能家居,智能门锁青春版,1299,1,1299,127.43,0.0,1177.57,459.57,微信支付,西南仓,短视频种草,日常销售,新客,25,24,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602090544,2026-02-09,Tmall,天猫旗舰店,华北,平板周边,手写笔Pro,229,3,687,59.68,0.0,633.32,342.32,支付宝,华北仓,店播,平台大促,新客,83,80,healthy,
ORD202601110545,2026-01-11,Douyin,抖音直播间,华东,智能穿戴,运动手表Lite,399,4,1596,192.6,0.0,1411.4,659.4,京东支付,华东仓,短视频种草,平台大促,粉丝,32,28,healthy,
ORD202601200546,2026-01-20,JD,京东自营店,华南,智能家居,智能摄像头云台版,259,1,259,20.51,0.0,244.49,123.49,支付宝,华南仓,搜索,平台大促,新客,52,51,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603290547,2026-03-29,JD,京东自营店,华南,电脑外设,机械键盘84配列,299,1,299,9.27,0.0,299.73,158.73,支付宝,华北仓,搜索,新品上新,老客,51,50,healthy,
ORD202602270548,2026-02-27,Douyin,抖音直播间,华南,智能家居,智能摄像头云台版,259,2,518,53.14,0.0,464.86,222.86,支付宝,华东仓,短视频种草,日常销售,新客,80,78,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602240549,2026-02-24,JD,京东自营店,华北,智能穿戴,运动手表Lite,399,4,1596,99.66,0.0,1504.34,752.34,支付宝,华南仓,企业团购,会员日,老客,88,84,healthy,
ORD202603120550,2026-03-12,Tmall,天猫旗舰店,西南,耳机,开放式耳夹耳机Air,269,2,538,33.6,0.0,512.4,278.4,支付宝,华东仓,搜索,日常销售,新客,42,40,healthy,
ORD202602170551,2026-02-17,Douyin,抖音直播间,华南,智能穿戴,儿童手表Lite,499,2,998,141.47,0.0,862.53,390.53,京东支付,华东仓,信息流,清仓促销,粉丝,85,83,healthy,
ORD202603310552,2026-03-31,Tmall,天猫旗舰店,华南,手机配件,磁吸无线充15W,159,3,477,44.68,199.06,243.26,54.26,微信支付,西南仓,搜索,平台大促,新客,58,55,healthy,
ORD202602120553,2026-02-12,JD,京东自营店,华南,电脑外设,无线鼠标静音版,139,1,139,6.16,0.0,132.84,78.84,微信支付,华北仓,搜索,会员日,老客,45,44,healthy,
ORD202602270554,2026-02-27,Douyin,抖音直播间,华北,智能穿戴,旗舰手表X1,899,3,2697,192.77,0.0,2504.23,1148.23,微信支付,西南仓,达人直播,日常销售,新客,55,52,healthy,
ORD202602120555,2026-02-12,Tmall,天猫旗舰店,华东,智能穿戴,旗舰手表X1,899,1,899,65.78,0.0,833.22,381.22,支付宝,华东仓,搜索,平台大促,老客,33,32,healthy,
ORD202603100556,2026-03-10,Tmall,天猫旗舰店,华北,耳机,运动耳机Lite,199,2,398,18.72,0.0,385.28,213.28,微信支付,华南仓,店播,清仓促销,老客,115,113,healthy,
ORD202601240557,2026-01-24,Tmall,天猫旗舰店,华中,手机配件,GaN氮化镓快充头30W,119,3,357,14.15,0.0,350.85,215.85,微信支付,西南仓,搜索,日常销售,老客,95,92,healthy,
ORD202601120558,2026-01-12,Pinduoduo,拼多多店铺,西南,平板周边,磁吸键盘Air,349,2,698,85.06,0.0,612.94,288.94,云闪付,华东仓,活动会场,日常销售,新客,111,109,healthy,
ORD202602050559,2026-02-05,Tmall,天猫旗舰店,华北,手机配件,磁吸无线充15W,159,2,318,23.04,0.0,300.96,174.96,京东支付,华东仓,店播,新品上新,新客,27,25,healthy,
ORD202603040560,2026-03-04,JD,京东自营店,华南,平板周边,手写笔Pro,229,1,229,8.28,0.0,226.72,129.72,微信支付,华北仓,搜索,日常销售,企业客户,95,94,healthy,
ORD202602080561,2026-02-08,Douyin,抖音直播间,华东,智能家居,RGB氛围灯条,99,4,396,42.65,0.0,353.35,201.35,微信支付,华东仓,达人直播,会员日,新客,74,70,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601300562,2026-01-30,Tmall,天猫旗舰店,华北,平板周边,手写笔Pro,229,3,687,61.9,0.0,631.1,340.1,微信支付,华北仓,会员复购,日常销售,老客,56,53,healthy,
ORD202602130563,2026-02-13,Douyin,抖音直播间,华东,智能穿戴,儿童手表Lite,499,1,499,51.37,0.0,457.63,221.63,云闪付,西南仓,达人直播,平台大促,冲动购,99,98,healthy,
ORD202602190564,2026-02-19,Douyin,抖音直播间,华东,平板周边,折叠支架Max,129,1,129,21.93,0.0,107.07,55.07,支付宝,华北仓,达人直播,日常销售,新客,82,81,healthy,
ORD202601060565,2026-01-06,Tmall,天猫旗舰店,西南,耳机,主动降噪蓝牙耳机Pro,329,1,329,26.12,0.0,302.88,140.88,支付宝,华南仓,店播,日常销售,老客,55,54,healthy,
ORD202602140566,2026-02-14,Douyin,抖音直播间,华中,手机配件,PD快充头20W,79,1,79,11.64,0.0,73.36,42.36,支付宝,西南仓,短视频种草,直播专场,新客,91,90,healthy,
ORD202601080567,2026-01-08,Kuaishou,快手品牌号,华南,耳机,开放式耳夹耳机Air,269,1,269,39.27,0.0,229.73,112.73,支付宝,西南仓,粉丝群,会员日,新客,39,38,healthy,
ORD202602010568,2026-02-01,Douyin,抖音直播间,华东,手机配件,PD快充头20W,79,3,237,38.35,0.0,198.65,105.65,云闪付,华南仓,达人直播,日常销售,冲动购,26,23,healthy,
ORD202602060569,2026-02-06,Kuaishou,快手品牌号,华南,智能家居,智能插座双口版,69,2,138,9.47,0.0,128.53,74.53,京东支付,华东仓,主播连麦,清仓促销,复购客,103,101,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601080570,2026-01-08,Douyin,抖音直播间,华东,平板周边,折叠支架Max,129,1,129,15.45,48.76,70.79,18.79,支付宝,华北仓,短视频种草,日常销售,新客,104,103,healthy,活动后退款偏高，需复盘详情页和售后承诺
ORD202603310571,2026-03-31,Douyin,抖音直播间,华东,智能家居,智能插座双口版,69,3,207,17.14,0.0,197.86,116.86,微信支付,华南仓,短视频种草,平台大促,冲动购,69,66,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602070572,2026-02-07,Tmall,天猫旗舰店,华东,智能家居,智能插座双口版,69,1,69,9.82,0.0,65.18,38.18,微信支付,华北仓,店播,直播专场,会员,90,89,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601140573,2026-01-14,Tmall,天猫旗舰店,华北,耳机,主动降噪蓝牙耳机Pro,329,1,329,31.66,0.0,297.34,135.34,京东支付,华南仓,店播,直播专场,新客,90,89,healthy,
ORD202601040574,2026-01-04,JD,京东自营店,华南,智能穿戴,儿童手表Lite,499,2,998,71.45,0.0,926.55,454.55,京东支付,华北仓,搜索,新品上新,老客,65,63,healthy,
ORD202603010575,2026-03-01,Pinduoduo,拼多多店铺,华东,电脑外设,机械键盘84配列,299,2,598,106.22,0.0,497.78,215.78,微信支付,华北仓,百亿补贴,会员日,新客,109,107,healthy,
ORD202603020576,2026-03-02,JD,京东自营店,华北,耳机,主动降噪蓝牙耳机Pro,329,1,329,22.01,0.0,312.99,150.99,京东支付,西南仓,搜索,平台大促,新客,48,47,healthy,
ORD202602170577,2026-02-17,Pinduoduo,拼多多店铺,西南,手机配件,编织数据线Type-C 2m,49,2,98,21.3,0.0,76.7,44.7,支付宝,华北仓,百亿补贴,新品上新,老客,106,104,healthy,
ORD202602010578,2026-02-01,Kuaishou,快手品牌号,华南,手机配件,磁吸无线充15W,159,1,159,17.94,0.0,141.06,78.06,支付宝,华南仓,短视频挂车,日常销售,复购客,81,80,healthy,
ORD202602220579,2026-02-22,Pinduoduo,拼多多店铺,华北,耳机,主动降噪蓝牙耳机Pro,329,2,658,82.08,0.0,575.92,251.92,支付宝,华东仓,自然流量,日常销售,价格敏感,80,78,healthy,
ORD202601310580,2026-01-31,JD,京东自营店,华南,手机配件,编织数据线Type-C 2m,49,1,49,2.29,0.0,46.71,30.71,京东支付,华东仓,企业团购,会员日,新客,106,105,healthy,
ORD202601010581,2026-01-01,WeChatMall,微信小程序商城,华东,平板周边,磁吸键盘Air,349,1,349,10.46,0.0,346.54,184.54,支付宝,华北仓,社群团购,清仓促销,老客,102,101,healthy,
ORD202601120582,2026-01-12,Tmall,天猫旗舰店,华东,智能穿戴,旗舰手表X1,899,2,1798,165.59,0.0,1638.41,734.41,微信支付,华北仓,会员复购,直播专场,新客,32,30,healthy,
ORD202601120583,2026-01-12,Tmall,天猫旗舰店,东北,电脑外设,无线鼠标静音版,139,1,139,11.69,0.0,127.31,73.31,支付宝,华北仓,店播,日常销售,老客,88,87,healthy,
ORD202602130584,2026-02-13,Pinduoduo,拼多多店铺,华北,智能穿戴,运动手表Lite,399,2,798,188.75,0.0,615.25,239.25,京东支付,华南仓,自然流量,平台大促,价格敏感,102,100,healthy,
ORD202602090585,2026-02-09,Tmall,天猫旗舰店,华南,耳机,运动耳机Lite,199,4,796,55.12,0.0,750.88,406.88,云闪付,华南仓,店播,新品上新,会员,29,25,healthy,
ORD202603140586,2026-03-14,Tmall,天猫旗舰店,东北,智能家居,智能插座双口版,69,2,138,8.94,0.0,135.06,81.06,微信支付,华东仓,店播,直播专场,老客,36,34,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602080587,2026-02-08,WeChatMall,微信小程序商城,华南,智能穿戴,旗舰手表X1,899,1,899,89.91,0.0,809.09,357.09,支付宝,华东仓,社群团购,平台大促,老客,59,58,healthy,
ORD202601290588,2026-01-29,Tmall,天猫旗舰店,华东,平板周边,折叠支架Max,129,3,387,29.47,343.33,14.2,-141.8,微信支付,西南仓,会员复购,日常销售,新客,20,17,healthy,
ORD202601100589,2026-01-10,Pinduoduo,拼多多店铺,东北,耳机,主动降噪蓝牙耳机Pro,329,2,658,88.15,0.0,569.85,245.85,微信支付,华东仓,自然流量,平台大促,新客,22,20,healthy,
ORD202601060590,2026-01-06,JD,京东自营店,东北,智能穿戴,儿童手表Lite,499,1,499,33.63,0.0,473.37,237.37,微信支付,华东仓,站内推荐,直播专场,老客,37,36,healthy,
ORD202603050591,2026-03-05,JD,京东自营店,华东,手机配件,PD快充头20W,79,2,158,8.99,0.0,149.01,87.01,支付宝,华东仓,站内推荐,清仓促销,新客,27,25,healthy,
ORD202601200592,2026-01-20,Douyin,抖音直播间,华南,手机配件,磁吸无线充15W,159,1,159,25.58,0.0,141.42,78.42,云闪付,西南仓,短视频种草,平台大促,冲动购,60,59,healthy,
ORD202601240593,2026-01-24,Kuaishou,快手品牌号,西南,耳机,主动降噪蓝牙耳机Pro,329,4,1316,129.83,0.0,1186.17,538.17,微信支付,华北仓,主播连麦,直播专场,新客,79,75,healthy,直播专场拉动单笔多件成交
ORD202602210594,2026-02-21,Douyin,抖音直播间,华东,智能家居,智能摄像头云台版,259,2,518,45.39,0.0,482.61,240.61,云闪付,华东仓,信息流,直播专场,粉丝,97,95,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601130595,2026-01-13,Tmall,天猫旗舰店,华东,智能家居,智能摄像头云台版,259,1,259,24.3,0.0,234.7,113.7,微信支付,华东仓,会员复购,直播专场,会员,60,59,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601040596,2026-01-04,JD,京东自营店,西南,手机配件,PD快充头20W,79,1,79,4.06,0.0,80.94,49.94,微信支付,华南仓,企业团购,日常销售,老客,83,82,healthy,
ORD202601080597,2026-01-08,Tmall,天猫旗舰店,西南,智能家居,智能摄像头云台版,259,2,518,37.34,0.0,480.66,238.66,支付宝,华东仓,店播,日常销售,会员,102,100,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601030598,2026-01-03,Pinduoduo,拼多多店铺,华中,智能穿戴,旗舰手表X1,899,1,899,209.29,0.0,689.71,237.71,微信支付,西南仓,活动会场,清仓促销,老客,81,80,healthy,
ORD202602210599,2026-02-21,Douyin,抖音直播间,华南,智能家居,智能插座双口版,69,4,276,14.89,0.0,269.11,161.11,微信支付,华东仓,达人直播,会员日,粉丝,93,89,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601210600,2026-01-21,Tmall,天猫旗舰店,华南,电脑外设,无线鼠标静音版,139,1,139,6.41,0.0,132.59,78.59,微信支付,华北仓,搜索,新品上新,会员,22,21,healthy,
ORD202602030601,2026-02-03,Kuaishou,快手品牌号,华东,手机配件,磁吸无线充15W,159,3,477,52.67,0.0,424.33,235.33,支付宝,华东仓,短视频挂车,直播专场,粉丝,51,48,healthy,直播专场拉动单笔多件成交
ORD202603160602,2026-03-16,Tmall,天猫旗舰店,华北,智能穿戴,旗舰手表X1,899,1,899,36.22,0.0,870.78,418.78,微信支付,华南仓,店播,日常销售,会员,27,26,healthy,
ORD202602270603,2026-02-27,WeChatMall,微信小程序商城,华南,电脑外设,USB-C扩展坞7合1,239,1,239,30.85,0.0,208.15,96.15,支付宝,华南仓,社群团购,直播专场,团购,45,44,healthy,
ORD202602010604,2026-02-01,Douyin,抖音直播间,华南,电脑外设,机械键盘84配列,299,2,598,91.72,0.0,506.28,224.28,云闪付,华东仓,达人直播,平台大促,新客,70,68,healthy,
ORD202603110605,2026-03-11,Tmall,天猫旗舰店,华北,手机配件,磁吸无线充15W,159,3,477,48.04,0.0,438.96,249.96,支付宝,华北仓,搜索,日常销售,会员,55,52,healthy,
ORD202603080606,2026-03-08,Tmall,天猫旗舰店,华南,智能家居,智能摄像头云台版,259,2,518,60.47,0.0,463.53,221.53,支付宝,华南仓,会员复购,日常销售,老客,92,90,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603100607,2026-03-10,Pinduoduo,拼多多店铺,东北,智能家居,智能插座双口版,69,2,138,26.84,92.83,24.33,-29.67,支付宝,华北仓,自然流量,日常销售,新客,74,72,overstock_risk,活动后退款偏高，需复盘详情页和售后承诺
ORD202601230608,2026-01-23,Douyin,抖音直播间,华东,智能穿戴,运动手表Lite,399,4,1596,111.4,0.0,1484.6,732.6,支付宝,华东仓,信息流,清仓促销,粉丝,77,73,healthy,
ORD202603080609,2026-03-08,Tmall,天猫旗舰店,华北,耳机,主动降噪蓝牙耳机Pro,329,3,987,86.5,0.0,900.5,414.5,支付宝,华东仓,会员复购,会员日,老客,30,27,healthy,
ORD202602060610,2026-02-06,JD,京东自营店,西南,平板周边,手写笔Pro,229,3,687,28.89,0.0,658.11,367.11,微信支付,西南仓,站内推荐,日常销售,老客,94,91,healthy,
ORD202601170611,2026-01-17,Douyin,抖音直播间,西南,智能穿戴,运动手表Lite,399,2,798,140.18,0.0,667.82,291.82,支付宝,西南仓,信息流,会员日,新客,120,118,healthy,
ORD202603230612,2026-03-23,JD,京东自营店,西南,电脑外设,机械键盘84配列,299,1,299,21.59,0.0,285.41,144.41,微信支付,华北仓,站内推荐,日常销售,企业客户,77,76,healthy,
ORD202601270613,2026-01-27,Pinduoduo,拼多多店铺,华南,手机配件,磁吸无线充15W,159,2,318,54.97,0.0,263.03,137.03,微信支付,华北仓,自然流量,直播专场,新客,36,34,healthy,
ORD202601310614,2026-01-31,Douyin,抖音直播间,华中,手机配件,GaN氮化镓快充头30W,119,2,238,41.23,0.0,206.77,116.77,支付宝,华南仓,短视频种草,直播专场,冲动购,98,96,healthy,
ORD202601100615,2026-01-10,JD,京东自营店,西南,手机配件,PD快充头20W,79,4,316,24.69,0.0,301.31,177.31,支付宝,华南仓,企业团购,直播专场,企业客户,114,110,healthy,
ORD202601250616,2026-01-25,WeChatMall,微信小程序商城,华北,手机配件,GaN氮化镓快充头30W,119,2,238,2.85,0.0,245.15,155.15,支付宝,华东仓,私域复购,会员日,团购,85,83,healthy,
ORD202603270617,2026-03-27,JD,京东自营店,华中,电脑外设,USB-C扩展坞7合1,239,2,478,46.02,0.0,437.98,213.98,微信支付,华北仓,站内推荐,平台大促,企业客户,28,26,healthy,
ORD202601180618,2026-01-18,Kuaishou,快手品牌号,华南,智能穿戴,旗舰手表X1,899,3,2697,170.69,0.0,2536.31,1180.31,支付宝,西南仓,短视频挂车,日常销售,复购客,60,57,healthy,
ORD202603040619,2026-03-04,Douyin,抖音直播间,华南,耳机,运动耳机Lite,199,1,199,12.19,0.0,186.81,100.81,微信支付,华北仓,短视频种草,日常销售,冲动购,54,53,healthy,
ORD202603190620,2026-03-19,Tmall,天猫旗舰店,东北,平板周边,磁吸键盘Air,349,1,349,18.58,0.0,330.42,168.42,支付宝,西南仓,搜索,清仓促销,会员,31,30,healthy,
ORD202603100621,2026-03-10,WeChatMall,微信小程序商城,华南,智能家居,智能摄像头云台版,259,1,259,31.29,0.0,237.71,116.71,微信支付,华南仓,朋友圈,平台大促,团购,119,118,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601150622,2026-01-15,Douyin,抖音直播间,华中,智能穿戴,儿童手表Lite,499,1,499,79.76,0.0,419.24,183.24,支付宝,华南仓,达人直播,平台大促,新客,55,54,healthy,
ORD202602280623,2026-02-28,Douyin,抖音直播间,华南,平板周边,折叠支架Max,129,1,129,10.2,0.0,118.8,66.8,云闪付,华北仓,短视频种草,新品上新,新客,29,28,healthy,
ORD202603130624,2026-03-13,Pinduoduo,拼多多店铺,华东,智能家居,智能插座双口版,69,1,69,10.32,0.0,66.68,39.68,支付宝,华南仓,活动会场,会员日,老客,70,69,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202603220625,2026-03-22,Kuaishou,快手品牌号,华东,智能家居,智能插座双口版,69,3,207,24.59,0.0,192.41,111.41,微信支付,华南仓,主播连麦,新品上新,粉丝,69,66,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202601270626,2026-01-27,JD,京东自营店,华南,平板周边,磁吸键盘Air,349,2,698,50.42,0.0,647.58,323.58,支付宝,华南仓,站内推荐,清仓促销,企业客户,26,24,healthy,
ORD202602140627,2026-02-14,JD,京东自营店,华东,智能穿戴,运动手表Lite,399,1,399,23.58,0.0,375.42,187.42,京东支付,西南仓,搜索,直播专场,老客,96,95,healthy,
ORD202603270628,2026-03-27,Douyin,抖音直播间,华北,手机配件,GaN氮化镓快充头30W,119,3,357,48.28,0.0,308.72,173.72,支付宝,华东仓,信息流,直播专场,冲动购,53,50,healthy,直播专场拉动单笔多件成交
ORD202601200629,2026-01-20,Douyin,抖音直播间,华北,智能家居,智能插座双口版,69,1,69,6.6,0.0,62.4,35.4,支付宝,华东仓,短视频种草,日常销售,新客,38,37,overstock_risk,智能家居尾货周转偏慢，建议控货清仓
ORD202602140630,2026-02-14,JD,京东自营店,华东,平板周边,磁吸键盘Air,349,3,1047,100.37,0.0,956.63,470.63,微信支付,华北仓,站内推荐,平台大促,老客,50,47,healthy,
ORD202602020631,2026-02-02,Douyin,抖音直播间,华中,平板周边,折叠支架Max,129,1,129,15.43,0.0,121.57,69.57,云闪付,华南仓,达人直播,直播专场,新客,98,97,healthy,
ORD202601240632,2026-01-24,Pinduoduo,拼多多店铺,华南,智能穿戴,儿童手表Lite,499,1,499,92.75,0.0,406.25,170.25,微信支付,华南仓,活动会场,日常销售,价格敏感,40,39,healthy,
ORD202603120633,2026-03-12,JD,京东自营店,华南,耳机,主动降噪蓝牙耳机Pro,329,1,329,29.56,0.0,305.44,143.44,微信支付,华东仓,搜索,直播专场,老客,94,93,healthy,
ORD202602080634,2026-02-08,JD,京东自营店,华东,手机配件,GaN氮化镓快充头30W,119,1,119,7.57,0.0,111.43,66.43,微信支付,西南仓,企业团购,直播专场,企业客户,73,72,healthy,
ORD202602170635,2026-02-17,Douyin,抖音直播间,华东,手机配件,磁吸无线充15W,159,2,318,45.16,0.0,280.84,154.84,支付宝,华东仓,信息流,日常销售,粉丝,86,84,healthy,
ORD202601050636,2026-01-05,Tmall,天猫旗舰店,华东,耳机,运动耳机Lite,199,1,199,23.84,0.0,185.16,99.16,云闪付,西南仓,搜索,日常销售,会员,31,30,healthy,
ORD202603220637,2026-03-22,Douyin,抖音直播间,华南,智能穿戴,旗舰手表X1,899,1,899,99.64,0.0,807.36,355.36,微信支付,华南仓,短视频种草,日常销售,冲动购,119,118,healthy,
